ID	default.pvalue	period	phase	amplitude
244901_at	0.999714561915317	25	16.3213920050179	15.4939317383167
244902_at	0.884007688448583	25	17.9999170808428	14.0631363335264
244903_at	0.994217319179982	24.8478393183201	12.4240831124475	79.1171408781363
244904_at	1	25	9.9387154738776	29.1905477905279
244905_at	0.360024891661456	24.3150684931507	8.68861184347673	9.06209132773318
244906_at	0.759129832324006	23	4.48547267251462	37.0391878221587
244907_at	0.999999999983571	23	9.0200902190843	0.564457920126595
244908_at	0.999999987517524	25	17.9999460159307	1.0862265424452
244909_at	1	25	17.9999460159307	20.3692995658318
244910_s_at	0.997238398426986	25	11.103869608442	16.7307382539894
244911_at	0.999999999687601	23	7.2980973869808	2.08395147216187
244912_at	0.994866956533895	24.4901019796041	22.6186914575175	171.885095050507
244913_at	0.999989478387635	23.888238736103	20.2234685437247	19.0162132979369
244914_at	0.999777679751788	24.1711071640024	19.6577316879259	1.47782963738049
244915_s_at	0.977693051870022	25	5.49973454206191e-05	1.87796654766602
244916_at	0.943689425467484	24.2284866468843	19.5429727221621	1.25902416618172
244917_at	0.999999999801146	25	23.3787637902376	0.696876951511977
244918_at	0.98819154955038	23	7.1699288370359	9.29630598674619
244919_at	0.999987432048758	25	17.9999460159307	12.2266250124285
244920_s_at	0.706010003238154	24.2572786690434	24.1950565627682	81.5883025094599
244921_s_at	0.791567819759877	23.3419096626644	1.5555842051969	41.9298456089409
244922_s_at	0.150306360401071	25	22.0191795874114	17.5136055714846
244923_s_at	0.999999999774473	23	9.2069217362184	8.08228100218494
244924_at	0.999999999999895	24.0855457227139	19.8288545705029	50.7476665922925
244925_at	0.965239356264148	23	13.2184596141529	4.11613667882132
244926_s_at	0.999887656494404	25	24.8861017019361	0.699123213321295
244927_at	0.999999898043685	25	5.49973454206191e-05	13.452782401474
244928_s_at	0.998963045685487	23	21.9999460159307	60.1677386336757
244929_at	0.606215564760571	23	5.7902603199203	127.870926828964
244930_at	0.99930517585578	25	5.49973454206191e-05	7.65866781463247
244931_at	0.999999184107857	25	10.405644910075	10.1490137974416
244932_at	0.999999804589281	23	13.4878432010839	595.833126183503
244933_at	0.999599135495784	23	13.6786980951056	446.440906779038
244934_at	0.999999999994777	23	18.0250256525846	412.481707234716
244935_at	0.999999876325342	23.4491671453188	21.1016117252931	4352.07928716842
244936_at	0.528330334131827	23.3419096626644	20.4696661676617	1800.77329539839
244937_at	0.824164390841764	24.1425192193968	19.5648385335875	196.10374552205
244938_at	0.99947234798538	23	21.9999460159307	271.325260426125
244939_at	0.999936046863654	23	11.4208275926436	679.668179260372
244940_at	0.446860342242431	23	21.2160918173854	2455.16918956265
244941_at	1	25	17.9999460159307	36.4186697152353
244942_at	0.999740689912965	24.578567128236	18.8428117594587	10.3175834387981
244943_at	0.899726549486563	24.4022713687986	14.5208525436225	21.6894797231109
244944_s_at	0.999999999997372	25	17.9999460159307	175.33654762824
244945_at	0.997680734652753	23	21.6798474457537	19.7833269076809
244946_at	0.99999999780966	25	0.4766079212921	15.5518393283255
244947_at	0.999999999997176	24.7574287446938	18.4850885265431	15.8607147407372
244948_at	0.999912754363906	23	0.861491297229897	7.14087359387161
244949_at	0.999999999992348	23	21.9999509450231	11.6490209094803
244950_at	0.991833174780672	25	24.0849966804949	7.635173422829
244951_s_at	0.999999985156166	25	8.34952332816848	126.363671025954
244952_at	0.998389732525325	23	0.779529583348801	8.43698302979236
244953_s_at	0.999999992646399	24.2572786690434	12.7888425739246	10.6115151619346
244954_s_at	0.999999990550723	23	14.6197076244302	0.722881077734757
244955_at	0.999999999999997	25	8.0640127896682	6.22460610844139
244956_s_at	0.240852275523741	23.182850653038	21.6201558428721	17.4180352053224
244957_at	0.999999796439972	23	10.8972857341238	23.0264910630873
244958_at	0.999057744976388	24.0005878894768	19.9987702369771	20.7936385833163
244959_s_at	0.999999999974452	23	5.49973454206191e-05	90.0812673945268
244960_at	0.999999999686034	23	9.88921368888506	1833.79480125378
244961_at	0.999324520476835	24.8176291793313	18.3646876572681	2886.15088693899
244962_at	0.999882159767896	24.6081977094635	18.7835505970037	1858.48363512508
244963_at	0.999017640633917	23.9442815249267	20.1113829660773	2529.5691399459
244964_at	0.865167378326002	24.1711071640024	5.9559708400704	1131.00797990335
244965_at	0.999995668019271	25	3.59128470947009	969.59498558435
244966_at	0.997314599754173	23	14.4942295986561	187.921287205674
244967_at	0.999842892962516	23	8.5100044046048	3155.2675876667
244968_at	0.169050966098194	23.6392588303416	19.8339572551652	1832.69166696573
244969_at	0.137777352945287	24.1425192193968	24.0135855048707	656.564235040453
244970_at	0.999999961667626	23.4491671453188	21.1016117252931	595.919836293096
244971_at	0.990182293940996	23.5846331600231	20.8306796958845	3138.53113822797
244972_at	0.999929559568012	25	6.1491946383934	592.508564518818
244973_at	0.999984152308313	24.8176291793313	18.3646876572681	399.369361018468
244974_at	0.999994589204037	23	19.6487908836508	490.55584583975
244975_at	0.701826338575202	23.8603156049094	19.9588733500038	1901.0384876828
244976_at	0.999999927089315	23	15.1670994739732	5616.15082551399
244977_at	0.999999562373315	23	12.9694706360263	87.2356785743364
244978_at	0.999990500787632	24.4314781567923	19.1369897023461	2937.15840880043
244979_at	0.985813247583334	24.8478393183201	8.82791712304019	3749.93958765569
244980_at	0.938469603043356	23.4761357101783	21.0476745955741	2770.3123580352
244981_at	0.583951162011647	24.0005878894768	20.0932840134764	1686.3646951336
244982_at	0.876443231396548	24.3150684931507	18.9631610933902	1019.37092206213
244983_at	0.999984288378601	23	12.9212442439841	2927.10751284517
244984_at	0.999822577280231	24.4314781567923	19.1369897023461	2771.51215087964
244985_at	0.911463015226665	23.1303116147309	17.5768886374296	2181.78211155749
244986_at	0.918305876999381	23	21.0751296345775	2399.21552649399
244987_s_at	0.999981368920457	24.3150684931507	19.3698090296293	6705.04392436294
244988_s_at	0.969989079872588	23.1565513329552	21.6868433500203	4223.38304937436
244989_s_at	1	23	21.9999460159307	112.002563201112
244990_s_at	1	23	21.9999460159307	179.707597385382
244991_s_at	1	25	12.7087299537044	118.440213856423
244992_s_at	0.999987946756475	23	21.9999460159307	7170.58316694777
244993_s_at	0.999999999974322	23	21.9999460159307	1932.77130735652
244994_at	0.999759630890412	23.2886480319452	10.3207882334726	61.7484047328837
244995_at	0.999999989828613	23	16.1451447005679	236.138007117494
244996_at	0.984716861869543	23.2356289129197	9.6929072022159	1175.65489630117
244997_at	0.936477432715598	23	8.5239450357099	668.12246762259
244998_at	0.757430623977061	24.2284866468843	19.5429731033611	637.95532290721
244999_at	0.999994257870569	23	11.2558632387054	150.375484346708
245000_at	0.999999859015527	23	15.1904545563074	414.434606379994
245001_at	1	23	19.9387996824489	6104.60731424519
245002_at	0.99999998260413	25	7.5140610111899	803.682087274108
245003_at	0.999997486798327	25	8.6579959732836	2127.56135949482
245004_at	0.999934573408899	23	21.9999460159307	2863.03361396313
245005_at	1	23	21.9999460159307	419.277691021763
245006_at	1	23	20.8060282538099	9721.47717656417
245007_at	0.999676332915841	25	22.2654626966884	4311.41034052505
245008_at	0.998412126540151	23.7216734456711	12.8037184138831	930.253959895528
245009_at	0.244860203650755	23	16.4676185029175	2966.55477920438
245010_at	0.999963456340505	23	21.9999460159307	906.310854064878
245011_at	0.999998162318613	23	21.9999460159307	416.830549802321
245012_at	0.999999286772484	23	21.9999460159307	2956.35511053787
245013_at	1	24.0005878894768	19.9987702369771	9211.02014775152
245014_at	1	24.0571596935769	19.8856266287769	9671.72620104419
245015_at	0.999453291338684	23.1565513329552	16.7915576174828	595.307091774841
245016_at	0.999772675304498	23	12.9327713926431	647.245167485635
245017_at	0.999528422575877	23	21.9999460159307	1988.51201392936
245018_at	0.999119243161896	23.3152484294689	21.3083397372116	2371.67563752337
245019_at	0.999986119758932	23	15.3560179454209	2919.84968703966
245020_at	0.999999999998412	23	10.9217520996811	3190.0330528615
245021_at	0.902101533873182	24.578567128236	18.8428117594587	1691.35198363479
245022_at	0.607806638804809	24.1139988186651	7.9318546946701	553.930681723138
245023_at	0.998510401869527	23	17.7114668145713	2032.36448713437
245024_at	0.97556847807778	23.9162272993556	21.6580238784106	1877.61462371128
245025_at	0.984423113519297	23.7769365171811	10.1632988630292	909.78130352672
245026_at	0.999920539837255	25	7.7040285852308	1833.20875258504
245027_at	0.999915595841991	25	12.7657688339464	126.357485532766
245028_at	0.999999999676777	25	0.2425219896447	59.3611610666219
245029_at	0.915051100214385	23.3419096626644	17.456271600266	94.3715376349991
245030_at	0.909914464976905	23	1.5760095383139	0.361755375321741
245031_at	0.998525129059278	24.3440667859273	1.8660385731516	26.0524865745946
245032_at	0.99879579616472	23	10.7174766651661	10.3848467153453
245033_at	0.999638058592579	25	8.5530171635815	4.37412916018918
245034_at	0.987867238337261	23	5.1287964914735	12.8371454553472
245035_at	0.999984806986044	23	16.1509873167901	119.809018262815
245036_at	0.999999997518593	25	7.8082513141407	6.40884710275172
245037_at	1	25	5.6789525479027	8.22191139849441
245038_at	0.0799672467318409	23.3686319404694	15.3880352189676	56.8280124269828
245039_at	0.999985566994454	23	21.9999460159307	113.37320854773
245040_at	0.999956666579607	25	14.0790540055177	13.5800905226763
245041_at	0.999999999072067	23	5.49973454206191e-05	54.1247407356012
245042_at	0.183507991681879	24.4022713687986	19.1954032783335	231.52856621557
245043_at	0.171774079737613	23.8046647230321	22.9076501950569	115.815127050929
245044_at	0.999999999057796	23.9442815249267	20.1113829660773	7203.16846102379
245045_at	0.98515493473733	25	14.4216456234257	185.537525640232
245046_at	0.981303186631093	24.8176291793313	19.1550175019262	256.466380155364
245047_at	0.999999999999196	23.7769365171811	20.4460729815685	1815.68477592368
245048_at	0.998885133891186	25	2.8474716505722	1594.29069498268
245049_at	0.999999623948356	23	14.5250634344956	402.838630375898
245050_at	0.999335852468185	23	17.8847106022146	3442.61139246066
245051_at	0.0850755865933309	24.199762892709	23.1235381743327	105.715665873269
245052_at	0.00705514854802136	23.4222604704532	10.6624842498143	86.8465690244423
245053_at	0.89252648550939	23.6666666666667	11.4324089394164	8.76032612224964
245054_at	0.942917425924905	25	10.6946377998216	45.012563203431
245055_at	0.322472154095245	23.5031663788141	1.2869055016888	24.645952369815
245056_at	0.868568981814688	23.6392588303416	8.6482944653602	24.834010630105
245057_at	1	25	5.7264800877905	6.62200320996837
245058_at	0.999999945701968	23	10.2018792830779	2.49102142839511
245059_at	0.429441439094874	25	24.927500619334	114.425875985052
245060_at	0.988334964193536	23	0.513786342773901	357.801317309529
245061_at	0.999460510801923	23	18.104394545307	6206.48333046981
245062_at	0.443432904430159	23.8603156049094	14.3469914618528	144.386022095215
245063_at	0.639600565946305	23.3419096626644	4.63455627337291	74.1457124136188
245064_at	0.0756124417381713	24.0005878894768	19.9987702369771	36.489003271829
245065_at	0.967602519894396	23.3152484294689	13.1263496604099	176.923330191426
245066_at	0.99286860681092	23	12.5771200694826	149.263061762298
245067_at	0.984762700419933	24.9389126450825	21.2422132382216	375.461704148933
245068_at	0.94104063315477	25	9.0293589611789	7.27970718645466
245069_at	0.999123071556983	25	16.048938179316	1.07422946694815
245070_at	0.233863361821698	23	19.203739113317	1.80857945903825
245071_at	0.766883659907872	25	10.9668503517302	6.62878179994626
245072_s_at	0.287071261426654	24.8781230956734	19.1179277626794	10.5081290192791
245073_at	0.996645784965646	25	9.3072587012697	5.74555918905743
245074_at	0.900274042210258	23	5.1127662205335	73.454235868253
245075_at	0.993505636233667	23.1565513329552	12.6255772265859	19.0729307438242
245076_at	0.999999979842394	25	17.1747865861975	17.3157825214621
245077_at	0.999996920508943	23	11.0099254256063	14.5699951762021
245078_at	0.22962702442514	24.0855457227139	16.5285663767866	99.9935221109221
245079_at	1	25	16.3967827102394	23.9711801494766
245080_at	0.999998904608845	25	24.4773992851777	14.661203415866
245081_at	0.813065006072608	25	23.9745966315667	14.1399528643417
245082_at	0.999999948180355	23	9.32470149334815	6.61696731995988
245083_at	0.902002034534832	24.5195195195195	22.5758029633055	184.571407416074
245084_at	0.771728867259847	24.4607549430797	7.22291370065787e-05	46.7286298278462
245085_at	0.733879617094509	24.2572786690434	12.3690063909413	615.252627287799
245086_at	0.791085522496025	23	16.4704710323727	2.24944978700037
245087_at	0.999999999626276	23.7216734456711	20.5565991245885	48.9473959952331
245088_at	0.635162865612423	23.6941381311666	2.4455211257273	148.238191917994
245089_at	0.999999998025772	25	13.2856894287189	59.0331633161144
245090_at	0.831578882541891	24.7574287446938	7.5850231978311	67.9596813368967
245091_at	0.999848537851895	25	7.5640815921838	5.4280972013696
245092_at	0.996676078048902	23.8603156049094	18.7218329115396	59.0971196291752
245093_at	0.999995126917983	24.5490078171978	16.8043949824609	70.5119776405864
245094_at	0.0145250992306249	24.1139988186651	9.062401246116	735.335860436559
245095_at	0.143889055651602	24.5195195195195	2.0606315233394	17.0405476501476
245096_at	0.997653479173809	23.8603156049094	5.7243795724668	532.40004029931
245097_at	0.999999994964735	23	18.6303612478251	88.7900563679429
245098_at	0.995385160727597	25	24.3122651891262	124.558225481721
245099_at	0.945354059244662	23	13.4316884023321	134.994605434553
245100_at	0.999999999999998	23	9.3647874550889	53.6859057300034
245101_at	0.0139112303562086	23.3686319404694	0.631130869260502	259.626620193488
245102_at	0.999999999975889	23	5.49973454206191e-05	3.06198410518668
245103_at	0.999999853665648	25	17.9999460159307	16.2692627726016
245104_at	0.999693595430691	25	9.35015476836918	152.714436153831
245105_at	0.999999993218447	25	7.5499759447869	16.8316279621842
245106_at	0.999929903240685	24.6081977094635	8.9638289628996	118.71296681878
245107_at	0.989554060603642	25	13.9881329184271	1.06907120806396
245108_at	0.999999999821777	23	12.5646467345003	1.86837714475718
245109_at	0.832672324168071	23	20.7620960194123	39.0613691202883
245110_at	0.427833918887648	24.0288404944085	19.9590639031255	5.56560312772744
245111_at	0.999840534188802	23	1.5702611875118	1.43043028362862
245112_at	0.983153291847515	23	3.2944389423302	133.462596343534
245113_at	0.99920850158658	25	0.5045945314845	5.68407409223275
245114_at	0.0338414928006024	23.6941381311666	23.6830779126807	214.369477574333
245115_at	0.341321550363656	23.5302593659942	12.3287226412287	733.927003638699
245116_at	0.511194601684127	23.3686319404694	0.264162239502703	146.002617679079
245117_at	0.10789903099294	23.3419096626644	0.521795956868601	347.942520552506
245118_at	0.994055064009831	25	14.4680178031258	817.784611577197
245119_at	0.93713070654338	25	24.1846549560298	8.47446838105662
245120_at	0.999999995959595	23	21.9999460159307	85.2070510356329
245121_at	0.630349345611954	25	11.6040107741469	1269.03285349754
245122_at	0.0709185978400598	24.199762892709	23.5336376648284	134.907007760324
245123_at	0.0885013891752292	23.7769365171811	19.9319317248313	628.36583515237
245124_at	0.815656070229176	24.6676737160121	18.6645985839065	211.460152460263
245125_at	0.495073265747028	24.1425192193968	19.7149075771371	4.86552625249108
245126_at	0.814118546587195	23.3419096626644	17.1371703112387	7.16681478811652
245127_at	0.592428077875831	24.908480780964	18.1829844540027	225.12451594161
245128_at	0.986330923339651	23.7769365171811	0.7802727075013	1.23608272920995
245129_at	0.770324739716894	23.7769365171811	8.8756961854879	14.7659890261339
245130_at	0.988490098862203	25	7.0016509377692	154.023344429013
245131_s_at	0.257188807531659	24.9694189602446	7.50273932550192	94.2230261249919
245132_at	0.987456158668974	23.5031663788141	7.06856276853966	63.5125117195519
245133_at	0.999999799812769	24.6676737160121	10.3256095356282	53.7205621374363
245134_s_at	0.635486240890502	23.9442815249267	23.5619272534603	169.025765664047
245135_at	0.999999761786383	23.0259447264523	22.4930979225222	1.17021635573922
245136_at	0.971860437930693	24.7274379164143	23.8216480880042	1.46128705933866
245137_at	1	23	19.9268739802052	21.6096053638081
245138_at	0.145239604644435	23.3686319404694	21.0271662055039	109.133572289056
245139_at	0.999999999999983	23	5.49973454206191e-05	21.0892321084307
245140_at	0.112820786658328	25	1.7304600415209	3.33769566605482
245141_at	0.253813262969079	23.9724016441574	0.420073806328499	40.0021139763345
245142_at	0.999924286323102	23.6392588303416	15.9672188438891	143.70369164625
245143_at	0.999983951575294	23	11.5823548760911	48.687922898137
245144_at	0.0445256312410066	23.3954154727794	4.80901173922319	178.064970086826
245145_at	0.759135889128393	24.9694189602446	6.2995982043225	182.620229870068
245146_at	0.876926295392424	25	15.0491363624906	147.912200227657
245147_at	0.999999999998069	23	5.8950001811305	25.8199075410343
245148_at	0.999886733375433	25	21.2607393439608	3.82816106065099
245149_at	0.999893340931858	23.4761357101783	6.9191308236696	30.1974117808821
245150_at	0.99998969033272	25	12.4733537095667	493.744774756997
245151_at	0.999999999991374	24.7274379164143	18.5450701831021	11.4193866433844
245152_at	0.0468016859241136	24.1711071640024	19.9376805264286	211.994339143147
245153_at	0.999992621052457	25	1.7305090139758	1.73403402542607
245154_at	0.998516719661064	25	15.0038313269393	10.1021489138278
245155_at	0.95990087450764	24.2284866468843	19.9610219906543	754.858793500305
245156_at	0.682103664480424	23	6.2580582773748	62.3005869629975
245157_at	0.99318460010038	24.6676737160121	7.1307849542236	1.99758028040961
245158_at	0.999532682988759	23	19.1907950105085	3.68124851172582
245159_at	0.999575226340369	25	5.49973454206191e-05	6.05063287681113
245160_at	0.999674390239466	25	17.9999460159307	5.53234478512785
245161_at	0.999999999997963	25	3.1726467906499	20.5960708452424
245162_at	0.804570106179342	23	13.8229978172222	2.81268113591533
245163_at	0.880727271539241	23.7216734456711	7.9996456791195	4.27026936120687
245164_at	0.112942629579593	23.4222604704532	9.1675865847883	417.635942269526
245165_at	0.999999988103291	23	14.0651547512382	343.53005888275
245166_at	0.998902855478129	23.2621082621083	21.4757294917141	61.9640729273779
245167_s_at	0.999999860879559	23.9442815249267	9.41020912864121	280.172633895316
245168_at	0.196947965035144	23.8046647230321	16.8639308449932	837.825829746549
245169_at	0.999793575772549	25	16.8114399104085	385.084168382561
245170_at	0.999998779156757	23.4222604704532	15.6723920483442	13.0198075398698
245171_at	0.999975645934897	25	23.2156610775871	3.02917547628557
245172_at	0.999999508576342	25	9.8162252731014	18.3525853293814
245173_at	0.998568742114426	24.8176291793313	5.49973454206191e-05	5.0075508424831
245174_at	0.347540651083947	24.199762892709	14.6070608304392	34.9020931302001
