ID	LL4	LL8	LL12	LL16	LL20	LL24	LL28	LL32	LL36	LL40	LL44	LL48	LL52	LL56	LL60	LL64	LL68	LL72	LL76	LL80	LL84	LL88
syc0001-h_at	1.62240004023178	1.17349725721122	1.47671573121983	1.49819515040648	1.7342311487723	1.58244951985062	1.39329694231337	0.990469468681355	1.19376887202039	1.29140691291301	1.65296829880153	2.2088910813959	2.44223363876756	1.68428894536195	1.43500890086134	1.63470073865274	2.0087465711689	1.84049909504375	2.22083150848003	1.83505397112267	0.924053207170499	1.79085921566179
syc0002-h_at	3.65062796513452	2.28179724088413	3.20962117811929	3.61935722103526	3.5241716435682	3.41010524845437	3.15324252738212	2.39734583192	2.91122455392234	3.29643772416513	3.15370880554544	4.58579659150167	4.73916323777728	4.15189760947916	3.89220680778405	4.00042230728569	3.93144005347964	4.38759707780655	3.87387212012802	3.60297537505482	4.00956658042472	3.12807184480159
syc0003-m_at	3.18841108749956	4.834970962015	3.49014960608718	3.29280360803281	3.29121780419213	3.01005167476731	2.91519577824715	4.33256992442565	3.58755289868214	2.95674454079397	3.02039953767636	3.32045136762259	4.84438135243883	4.73664507361527	3.66742467671323	3.71889389839409	4.0354376331566	3.62906639506436	4.44830155854216	5.10866415319217	3.73158124134557	4.26475183373475
syc0004-m_at	2.09169133168914	2.23426696675278	2.21754309765401	2.08263738002012	1.57705989132236	2.13924206310521	1.94827459465495	2.42059397228871	2.24192977621605	1.38943905344162	1.79091966049712	1.87719063251701	3.05497074384692	2.39648874380494	2.11337858554746	1.54548547457951	2.14149050052597	2.04609862191313	2.60114551714012	2.98743339810823	2.70825319334487	2.16151007086244
syc0005-m_at	0.960745358547211	1.71327013653471	1.17334199794621	0.837771091077111	0.736020953385098	1.00019211394648	0.968706542100232	1.34009386250977	1.15112704303502	0.816515737281854	0.73025034586624	0.910598689661025	1.63188481529062	1.52970725471616	1.39925103041153	1.1214645679446	1.2997013242463	1.24351019266093	1.38547675660436	1.72651670731664	1.39757558680487	1.25202656091078
syc0006-h_at	6.08645546757745	3.36948165320348	2.35314816843052	3.9419359201285	4.78388685996793	5.23804986301115	4.19662173832508	3.24921421068572	2.6839629370725	3.37120187354732	5.33239141691895	6.01032979744749	5.28448443905516	4.02271288770581	2.68667634965267	3.03962229091706	6.60474848701052	5.41179788571868	4.37853130541423	4.40440313230548	3.19361898581299	3.8402685441416
syc0007-m_at	1.88597784683408	1.86127600404613	1.73107409109586	1.37320712441014	1.91367656534137	1.9497081541376	1.85337130059694	2.3767568846223	1.99114182581265	1.85365149698081	1.76115047246795	1.92230629986273	2.87083187142854	2.18137722918853	2.06511687873626	1.94343015923665	2.32157145879525	2.43155406459236	2.2104992212138	2.23742436589761	2.38459295539133	2.17361015475735
syc0008-m_at	1.77288445294324	2.55776854394775	2.47591021995533	2.39096523871272	2.02235305579366	2.13918038183382	1.84572872282737	2.84659526637317	2.4213556181407	2.10312378448469	1.75109832118142	1.93230852280058	3.07397905370829	3.08098502469215	3.09261275549157	2.45159066643506	2.23863797289545	2.5340332909132	3.01044611143383	3.49546840642914	2.96882862744971	2.57128340409858
syc0009-m_at	2.72180950430613	3.36598587491343	3.56873961534612	2.63485514926256	2.87109410435636	2.59774211899231	2.79703349326181	3.61486079244485	3.70505242311541	2.67270188045032	2.36746477662855	2.75180530283727	4.63282788046888	4.00982134296113	3.52382539585724	2.42489540393949	2.89786930004002	2.66581699637517	3.60215496582195	4.24177481063558	3.52038653307403	2.53379981406136
syc0010-h_at	26.8150685041342	21.4495238521134	23.008104366083	23.5008802666157	22.3826876349912	22.3420459320539	23.3038623642074	17.6953674918173	20.4998875603167	23.2110513184509	23.3430143897365	24.3356124217714	24.9078330873381	23.4498740859286	27.8604180640958	28.0417214064565	28.3940178292388	29.6257423013949	24.3763906997358	22.7893988572533	35.3896046978323	32.8089640252385
syc0011-m_at	1.71772589710324	1.50407834251777	1.34038783967013	1.54170002015148	1.60688700077247	1.62993618094933	1.43073039443648	1.40152931611402	1.65354802952801	1.2078988156005	1.54933716401257	1.82929214205336	1.99949281734808	1.79628295158106	1.58372605441783	1.6418166143802	2.03475796247659	2.21114774364364	1.7829313564647	1.82320435983643	2.41389368331117	2.14924478406916
syc0012-h_at	22.3892093853122	20.1401703391671	20.3550679947219	22.5419875804737	25.4475254744268	23.2198451525703	22.8866460211333	19.3263367026033	19.6707583959575	21.6831273431071	21.6607291126209	25.1954100083494	18.3206964889559	19.5977959089784	20.8248231814603	22.1196670863042	24.547767457488	21.9661661985743	20.8450789875159	20.6095869914353	20.017429737281	23.4427745637015
syc0013-m_at	27.8419131526001	27.6427267163734	28.7185393120995	29.1606481951115	32.214133998173	31.7993501920566	27.5413532707028	23.9594736284312	29.7528170986386	27.7415185624246	29.6519513930364	34.570200405186	21.9146012794536	25.7004559528108	31.4936811048387	28.9729821256133	32.7117888162673	35.681344981389	26.4968171328159	27.5339304753002	34.0993262129856	29.5533297264463
syc0014-m_at	4.20097934830546	11.7411065157267	13.5851090004278	8.20843714492677	3.87990052136239	3.70178772276932	4.23306968679786	10.8158460457698	14.3863429589601	8.7138325939925	3.40389051766023	3.81899538665312	7.57043983830921	15.9753000937705	14.8445263614739	7.75293439005359	4.11418030590444	5.01832327741479	7.34256506997685	15.8021992165246	18.1293841411337	10.0988954975202
syc0015-h_at	27.7296954229511	98.3345004304548	68.7042302837014	57.1991066546189	15.4835818823188	13.6969801581558	41.4893269054595	97.923928544428	65.8316423631922	56.2441224254883	19.4963070174075	15.6647341649825	46.5321171303729	75.4861306370294	42.6773669694637	32.4004400496308	14.2939815420095	14.6071673839094	52.0500326686401	69.9393956970368	42.1657563877313	39.3983641892004
syc0016-m_at	1.69540214987108	1.97448594467216	2.09624837030175	2.09780914216752	1.76388062069726	1.82439165404472	2.03088002312361	2.1577818882025	2.32391280643553	1.66418518889178	1.43059390693373	1.87231105297515	2.32665981358777	2.22448053211126	2.31207521557613	1.80447490267466	1.6125637166892	1.55057451970522	1.7441768173955	2.56348882482034	2.58693175502873	1.80698142116213
syc0017-m_at	4.50937362568103	5.8594049743439	5.73691323387808	4.87046718015652	4.26277996844855	3.90957600898708	4.39934057501809	5.82370132340324	5.39335021887082	4.58198267069105	3.6440905849302	3.99612650801418	5.13756384683249	5.62717825429792	5.72410613414205	4.90116233799397	4.50042619242473	4.00121345995101	4.56645119317162	5.84197537638232	6.18182651168779	5.21848339656852
syc0018-m_at	0.487094774792122	0.83807577333302	0.947745684817796	0.816394419481347	0.581264428460048	0.538883127279485	0.656646322629273	1.04512888452534	0.708286069184387	0.694135496968981	0.708214542035731	0.478061722714183	1.1623203328521	0.678049660317257	0.96408236846067	0.740532626628222	0.626395561488373	0.65227252445863	0.989601304539926	1.25251726454199	1.27862771373289	0.975339106185768
