ID	default.pvalue
syc0001-h_at	0.0130652362031884
syc0002-h_at	0.325892619446654
syc0003-m_at	0.0246006663163277
syc0004-m_at	0.00483031994437126
syc0005-m_at	0.00412264872052944
syc0006-h_at	1.12543813782739e-06
syc0007-m_at	0.343294311417922
syc0008-m_at	0.0220709149495581
syc0009-m_at	0.00414032635493852
syc0010-h_at	0.391216851253395
syc0011-m_at	0.473371463000482
syc0012-h_at	1.94963105065389e-06
syc0013-m_at	0.0308615678054323
syc0014-m_at	1.61625161168863e-06
syc0015-h_at	1.14085637482254e-06
syc0016-m_at	0.00654709598360206
syc0017-m_at	0.00387930624888533
syc0018-m_at	0.0202470125728088
syc0019-h_at	0.111615556661656
syc0020-h_at	0.499314210951681
syc0021-h_at	0.203353648907695
syc0022-m_at	0.3748133515687
syc0023-m_at	0.00706027057353921
syc0024-m_at	0.173230880814779
syc0025-h_at	0.0376579144264925
syc0026-h_at	0.046621535950052
syc0027-h_at	1.29159272333637e-06
syc0028-m_at	1.36634686142056e-06
syc0029-m_at	0.0130950115089527
syc0030-m_at	1.34147711600064e-06
syc0031-m_at	7.6489486147725e-05
syc0032-m_at	1.92442594697073e-06
syc0033-m_at	1.27923043258303e-06
syc0034-h_at	1.2975036920252e-06
syc0035-h_at	0.872604573396129
syc0036-m_at	0.0423654951786321
syc0037-h_at	0.917734365747705
syc0038-m_at	0.527752720958832
syc0039-h_at	0.253283235361913
syc0040-m_at	0.425381521784118
syc0041-h_at	0.30043618646425
syc0042-h_at	0.136912358119547
syc0043-m_at	0.246410360628935
syc0044-h_at	1.96424477643249e-05
syc0045-h_at	0.155135441267106
syc0046-h_at	0.154826641964323
syc0047-h_at	0.296875141712066
syc0048-h_at	0.00418820362831959
syc0049-m_at	0.294973890084055
syc0050-m_at	0.097613109387663
syc0051-m_at	0.666450365372142
syc0052-m_at	0.8852250476212
syc0053-m_at	0.00564042406837712
syc0054-m_at	0.0665183194266924
syc0055-m_at	0.295713170146146
syc0056-m_at	0.29032552139719
syc0057-m_at	0.636157493234408
syc0058-h_at	0.0665342168147419
syc0059-m_at	0.843250779058016
syc0060-m_at	0.185794244064685
syc0061-m_at	0.177764246073148
syc0062-h_at	0.181795424699642
syc0063-m_at	0.493019170614914
syc0064-h_at	0.485498475316915
syc0065-m_at	0.0127890953871312
syc0066-m_at	1.10243806460034e-06
syc0067-h_at	0.00230886536966606
syc0068-h_at	0.00413926643726146
syc0069-h_at	1.52373190959978e-06
syc0070-m_at	0.180965521307233
syc0071-m_at	0.349626644550944
syc0072-m_at	0.594958038231827
syc0073-m_at	1.10609542395642e-06
syc0074-m_at	0.000594468927756332
syc0075-m_at	0.000315596605781202
syc0076-m_at	0.00659849521253765
syc0077-m_at	0.0186551021376366
syc0078-m_at	0.481036164265192
syc0079-h_at	0.219157942003473
syc0080-m_at	0.160243964781334
syc0081-m_at	0.125872440415552
syc0082-h_at	0.269428574533471
syc0083-h_at	0.794774192238358
syc0084-h_at	0.0223236247132772
syc0085-h_at	0.823924385506679
syc0086-h_at	0.113585399503409
syc0087-m_at	2.45059783425659e-06
syc0088-m_at	0.730713621235562
syc0089-m_at	0.000161111727906871
syc0090-m_at	0.008981266448044
syc0091-m_at	0.0385070225534375
syc0092-m_at	0.601165646456217
syc0093-h_at	0.00713838975034943
syc0094-h_at	0.091983511780208
syc0095-m_at	0.293928283067607
syc0096-m_at	0.339908907933904
syc0097-m_at	5.51234871283331e-05
syc0098-m_at	0.801119993841058
syc0099-m_at	0.0511961246601433
syc0100-h_at	0.275271423562878
syc0101-h_at	0.036477475655252
syc0102-h_at	0.00729275211604832
syc0103-h_at	0.0401872182315645
syc0104-h_at	0.782248087268579
syc0105-m_at	0.148045860078378
syc0106-h_at	0.0822143863394831
syc0107-h_at	0.0697536501923443
syc0108-m_at	0.431114972623962
syc0109-h_at	0.0102303772815519
syc0110-h_at	1.32552352351074e-06
syc0111-m_at	1.09279391989075e-06
syc0112-m_at	2.05200049728895e-06
syc0113-h_at	0.0205441890600843
syc0114-h_at	0.5246020166713
syc0115-m_at	0.867746527689558
syc0116-m_at	0.218294574019053
syc0117-m_at	0.0767687815270507
syc0118-m_at	0.287702808982589
syc0119-m_at	0.868529071858588
syc0120-m_at	0.86178482400306
syc0121-m_at	0.818840805477403
syc0122-m_at	1.12437520840604e-06
syc0123-h_at	0.00956729370615359
syc0124-m_at	0.0722554842362372
syc0125-h_at	7.06197446570454e-06
syc0126-m_at	0.0082906822996468
syc0127-m_at	0.0351962810129114
syc0128-h_at	0.118319334408507
syc0129-h_at	0.000428710969438204
syc0130-h_at	0.0232496884238575
syc0131-h_at	0.0591091544359678
syc0132-h_at	0.0020129038876265
syc0133-h_at	1.96851452454718e-06
syc0134-h_at	0.0102027389185948
syc0135-h_at	2.13409180503255e-06
syc0136-h_at	1.14140673289955e-06
syc0137-h_at	1.03749745325692e-06
syc0138-h_at	0.00154257396862977
syc0139-h_at	0.00549708521768621
syc0140-m_at	0.0386460790439796
syc0141-m_at	2.17024286458082e-06
syc0143-h_at	0.816614332761365
syc0144-m_at	1.93326586046162e-06
syc0145-m_at	1.13914944262765e-06
syc0146-m_at	0.00690914756034052
syc0147-h_at	0.00692580924914722
syc0148-h_at	0.254324889087341
syc0149-h_at	0.1071799223854
syc0150-m_at	0.422900356873222
syc0151-h_at	0.700809878676331
syc0152-m_at	0.00654440947745186
syc0153-m_at	0.0412409937423886
syc0154-h_at	1.86042556149854e-06
syc0155-m_at	0.233167729824582
syc0156-m_at	0.576082382334872
syc0157-m_at	0.589667307799772
syc0158-m_at	0.340978268073135
syc0159-h_at	1.31340186482391e-06
syc0160-m_at	1.84617094352186e-05
syc0161-h_at	0.414363539579722
syc0162-h_at	0.714456649989528
syc0163-h_at	0.132926860457093
syc0164-m_at	0.148685008554342
syc0165-h_at	1.45245038977268e-06
syc0166-m_at	0.00666584498128536
syc0167-m_s_at	4.43619024735202e-05
syc0168-h_at	0.855969525072236
syc0169-h_at	0.432558813334612
syc0170-m_at	0.159434307618593
syc0171-m_at	0.0871564001089155
syc0172-h_at	0.0694357375525178
syc0173-m_at	1.66371023793789e-06
syc0174-h_at	0.00061728437210117
syc0175-h_at	0.194065837221333
syc0176-h_at	0.0505917584716041
syc0177-h_at	0.0628904847755248
syc0178-h_at	0.375294785820794
syc0179-m_at	0.137260466198439
syc0180-h_at	0.786132701722002
syc0181-m_at	0.0423156573732049
syc0182-m_at	0.00019188731629797
syc0183-m_at	0.804500963289406
syc0184-m_at	0.117467136573295
syc0185-h_at	0.171898435782469
syc0186-m_at	0.00525897956489093
syc0187-h_at	0.0107619273644142
syc0188-h_at	0.18881239850456
syc0189-h_at	0.390501979833127
syc0190-m_at	0.714937989790767
syc0191-m_at	1.1782103697844e-06
syc0192-h_at	1.18519295249361e-06
syc0193-h_at	0.433356491662921
syc0194-h_at	2.98034362504765e-05
syc0195-h_at	0.140942277500664
syc0196-m_at	0.151354999118981
syc0197-m_at	0.00885581066144691
syc0198-m_at	0.318495714753533
syc0199-m_at	0.317920117490296
syc0200-m_at	1.95762890724641e-06
syc0201-m_at	0.404760332479428
syc0202-h_at	0.000744264577144025
syc0203-h_at	0.701088781573116
syc0204-h_at	0.457898289565521
syc0205-m_at	0.0692532244677596
syc0206-m_at	0.304728439750068
syc0207-m_at	0.0331407899185029
syc0208-h_at	0.845093320468993
syc0209-h_at	0.248027496040787
syc0210-h_at	0.0286357259838474
syc0211-h_at	0.406214845554101
syc0212-h_at	0.228427648752669
syc0213-h_at	0.00264381087793034
syc0214-m_at	0.00953597093731957
syc0215-m_at	0.051035080178098
syc0216-m_at	0.0666401663902368
syc0217-h_at	1.9035912932835e-06
syc0218-h_at	0.00179797501547807
syc0219-h_at	0.0066037073629879
syc0220-h_at	0.610925904208765
syc0221-h_at	0.150766151434304
syc0222-h_at	0.766055875537115
syc0223-h_at	1.032544103041e-06
syc0224-h_at	0.0132530258555991
syc0225-h_at	0.379720166613411
syc0226-h_at	0.00222951051778887
syc0227-h_at	1.15171679211983e-06
syc0228-h_at	0.734741073541568
syc0229-h_at	0.0342566637657307
syc0230-m_at	0.0177286421214199
syc0231-h_at	0.0647242260811531
syc0232-h_at	0.00150956188709233
syc0233-m_at	0.00923658857131451
syc0234-m_at	0.0600582458756079
syc0235-h_at	0.270294184470943
syc0236-h_at	0.672520403223384
syc0237-h_at	0.0153422095116899
syc0238-m_at	0.636753979787916
syc0239-m_at	0.083621312798648
syc0240-m_at	0.632278182268457
syc0241-h_at	0.0172791253926965
syc0242-m_at	0.0150370016820316
syc0243-m_at	0.427875072146979
syc0244-h_at	0.000860033093570274
syc0245-h_at	0.816042044229179
syc0246-h_at	0.0771046353115532
syc0247-h_at	0.725905257314797
syc0248-m_at	0.0104664911746937
syc0249-m_at	0.910664164806428
syc0250-m_at	0.00337871485179471
syc0251-m_at	0.000130147633347691
syc0252-h_at	0.006662809582331
syc0253-h_at	0.0431815407471792
syc0254-h_at	0.0126305624175772
syc0255-m_at	1.57775913676233e-06
syc0256-h_at	0.810819087354472
syc0257-h_at	0.0135362305425867
syc0258-h_at	1.0950353949476e-06
syc0259-m_at	1.05093715456723e-06
syc0260-h_at	0.861507641162841
syc0261-m_at	0.00047678506348465
syc0262-m_at	0.0114774811962599
syc0263-h_at	0.606357561657925
syc0264-m_at	1.25521953048702e-06
syc0265-h_at	0.172620098982863
